accepted_replan_count,collision_count,completion_step,completion_time_truncated,episode_index,event_counts,executor_arrival_step,executor_invalid_count,formal_training_run,found_step,max_steps,maximum_switch_distance,mean_replan_interval,mean_switch_distance,method,obstacle_event_count,obstacle_route_impacted_count,optimizer_invocation_count,partial_reallocation_attempt_count,partial_reallocation_success_count,partial_reallocation_success_rate,path_tracking_error,post_found_executor_delay_truncated,reject_reason_counts,rejected_replan_count,replan_count,runtime_seconds,same_agent_switch_within_10_steps,scenario_id,scenario_seed,status,steps_completed,success,target_found_time_truncated,target_route_source_counts,total_switch_distance,waypoint_stale_count,waypoint_switch_count
0,2,,400,0,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,8.080669534160215,400,{},0,0,944.5829234000003,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},0.0,0,0
0,253,,400,1,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,6.457711467381516,400,{},0,0,923.9375,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},0.0,0,0
0,0,,400,2,{},,0,False,311,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,4.247318459341526,89,{},0,0,872.4226724999999,0,unknown_validation_m20_0001,2729,OK,400,False,311,{},0.0,0,0
0,234,,400,3,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,4.062827872677827,400,{},0,0,630.8724220000004,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},0.0,0,0
0,0,,400,0,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,3.8598923497012425,400,{},0,0,964.2642053999998,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},0.0,0,0
0,0,,400,1,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,3.891264334806184,400,{},0,0,946.2307793999989,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},0.0,0,0
0,0,,400,2,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,5.964237334195294,400,{},0,0,951.7379127999993,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},0.0,0,0
0,0,,400,3,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,5.922807427465859,400,{},0,0,965.1747148000013,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},0.0,0,0
0,0,273,273,0,{},,0,False,145,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,3.8954104841593304,255,{},0,0,477.30369509999946,0,unknown_validation_m20_0003,2731,OK,273,True,145,{},0.0,0,0
0,0,273,273,1,{},,0,False,145,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,3.8954915179686274,255,{},0,0,472.0832805000009,0,unknown_validation_m20_0003,2731,OK,273,True,145,{},0.0,0,0
0,0,238,238,2,{},,0,False,120,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,4.002786155108478,280,{},0,0,420.39212299999963,0,unknown_validation_m20_0003,2731,OK,238,True,120,{},0.0,0,0
0,0,,400,3,{},,0,False,142,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,5.658474847953421,258,{},0,0,640.5018221999999,0,unknown_validation_m20_0003,2731,OK,400,False,142,{},0.0,0,0
0,0,,400,0,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,5.021712364230318,400,{},0,0,997.9746054000007,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},0.0,0,0
0,0,,400,1,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,5.162340376697854,400,{},0,0,965.3738341000007,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},0.0,0,0
0,0,,400,2,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,4.724502347056745,400,{},0,0,654.3661646,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},0.0,0,0
0,0,,400,3,{},,0,False,,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,5.1509974770985965,400,{},0,0,997.495832800003,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},0.0,0,0
0,0,,400,0,{},,0,False,1,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,1.6392112687244724,399,{},0,0,633.4021037999992,0,unknown_validation_m20_0005,2733,OK,400,False,1,{},0.0,0,0
0,0,,400,1,{},,0,False,1,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,1.6391993480028462,399,{},0,0,634.0917229000006,0,unknown_validation_m20_0005,2733,OK,400,False,1,{},0.0,0,0
0,0,,400,2,{},,0,False,1,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,1.639192378266972,399,{},0,0,627.5533783999999,0,unknown_validation_m20_0005,2733,OK,400,False,1,{},0.0,0,0
0,0,,400,3,{},,0,False,1,400,0.0,400.0,0.0,No-BSER-static,0,0,0,0,0,0.0,1.639191192632603,399,{},0,0,626.8373773999992,0,unknown_validation_m20_0005,2733,OK,400,False,1,{},0.0,0,0
20,0,,400,0,{},,0,False,,400,17.233687939614086,20.0,6.2093662755509005,Periodic-BSER,0,0,20,0,0,0.0,1.9656438933543379,400,{},0,20,1152.5344059,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},310.468313777545,0,50
20,0,,400,1,{},,0,False,,400,17.233687939614086,20.0,6.057147739115578,Periodic-BSER,0,0,20,0,0,0.0,1.883463401976472,400,{},0,20,985.4408664999992,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},224.1144663472764,0,37
20,238,,400,2,{},,0,False,,400,17.233687939614086,20.0,5.2207074719194795,Periodic-BSER,0,0,20,0,0,0.0,1.9443441691150911,400,{},0,20,866.1213883999999,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},140.95910174182595,0,27
20,238,,400,3,{},,0,False,,400,17.233687939614086,20.0,4.807505962880486,Periodic-BSER,0,0,20,0,0,0.0,1.9733347321885244,400,{},0,20,1014.4515500999996,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},187.49273255233896,0,39
20,0,,400,0,{},,0,False,,400,17.549928774784245,20.0,6.310800416220881,Periodic-BSER,0,0,20,0,0,0.0,2.2083972821711466,400,{},0,20,1051.5278162000004,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},271.3644178974979,0,43
20,0,,400,1,{},,0,False,,400,17.549928774784245,20.0,5.50375133933382,Periodic-BSER,0,0,20,0,0,0.0,2.246021603943927,400,{},0,20,1071.9781886,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},258.67631294868954,0,47
20,0,,400,2,{},,0,False,,400,17.549928774784245,20.0,5.0516854738353585,Periodic-BSER,0,0,20,0,0,0.0,2.2975606432341222,400,{},0,20,1003.9716184000008,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},237.42921727026183,0,47
20,0,,400,3,{},,0,False,,400,17.549928774784245,20.0,6.332944356458161,Periodic-BSER,0,0,20,0,0,0.0,2.102185049488619,400,{},0,20,1067.7354833000009,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},284.98249604061726,0,45
20,0,,400,0,{},,0,False,,400,23.40939982143925,20.0,6.510983904422336,Periodic-BSER,0,0,20,0,0,0.0,2.1131015710890106,400,{},0,20,1011.9588736999995,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},234.39542055920407,0,36
20,0,,400,1,{},,0,False,,400,23.40939982143925,20.0,5.973781046077884,Periodic-BSER,0,0,20,0,0,0.0,2.074373008875274,400,{},0,20,1067.8052406999996,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},191.1609934744923,0,32
14,0,286,286,2,{},280,0,False,136,400,23.40939982143925,20.0,5.09363774267636,Periodic-BSER,0,0,14,0,0,0.0,1.6664076839128799,144,{},0,14,631.6595300999998,0,unknown_validation_m20_0003,2731,OK,286,True,136,"{""standby:y02"": 1, ""standby:y03"": 1}",162.9964077656435,0,32
14,0,286,286,3,{},280,0,False,136,400,23.40939982143925,20.0,5.09363774267636,Periodic-BSER,0,0,14,0,0,0.0,1.666782171712177,144,{},0,14,646.4056712999991,0,unknown_validation_m20_0003,2731,OK,286,True,136,"{""standby:y02"": 1, ""standby:y03"": 1}",162.9964077656435,0,32
20,0,,400,0,{},,0,False,84,400,18.894443627691185,20.0,3.641839609548839,Periodic-BSER,0,0,20,0,0,0.0,1.757790292083937,316,{},0,20,650.7516902999996,0,unknown_validation_m20_0004,2732,OK,400,False,84,"{""no_feasible_candidate_fallback"": 1, ""standby:y02"": 4, ""standby:y03"": 2}",152.95726360105124,0,42
17,0,351,351,1,{},340,0,False,84,400,18.894443627691185,20.0,3.97877188364608,Periodic-BSER,0,0,17,0,0,0.0,1.7831244291780226,256,{},0,17,541.8866470000012,0,unknown_validation_m20_0004,2732,OK,351,True,84,"{""standby:y01"": 1, ""standby:y02"": 3, ""standby:y03"": 2}",151.19333157855104,0,38
20,0,,400,2,{},,0,False,,400,14.45683229480096,20.0,4.357797417158995,Periodic-BSER,0,0,20,0,0,0.0,2.0244829751524995,400,{},0,20,732.7355581999982,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},196.1008837721548,0,45
18,0,362,362,3,{},350,0,False,83,400,18.894443627691185,20.0,3.839741452586606,Periodic-BSER,0,0,18,0,0,0.0,1.7966299475021759,267,{},0,18,622.9956076000017,0,unknown_validation_m20_0004,2732,OK,362,True,83,"{""standby:y02"": 3, ""standby:y03"": 2}",157.42939955605084,0,41
20,0,,400,0,{},,0,False,1,400,21.656407827707714,20.0,3.324007466009456,Periodic-BSER,0,0,20,0,0,0.0,1.0773743277034533,399,{},0,20,1091.0899023999991,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""standby:y02"": 7, ""standby:y03"": 6}",169.52438076648224,0,51
20,0,,400,1,{},,0,False,1,400,21.656407827707714,20.0,3.229834622942917,Periodic-BSER,0,0,20,0,0,0.0,1.085818051312774,399,{},0,20,994.9514268000021,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""standby:y02"": 7, ""standby:y03"": 6}",171.1812350159746,0,53
20,0,,400,2,{},,0,False,1,400,21.656407827707714,20.0,7.6372745458122875,Periodic-BSER,0,0,20,0,0,0.0,1.0671767559990994,399,{},0,20,518.5754081000014,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 1, ""standby:y02"": 1, ""standby:y03"": 1}",76.37274545812288,0,10
20,0,,400,3,{},,0,False,1,400,21.656407827707714,20.0,7.6372745458122875,Periodic-BSER,0,0,20,0,0,0.0,1.0671649666197658,399,{},0,20,500.5207112999997,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 1, ""standby:y02"": 1, ""standby:y03"": 1}",76.37274545812288,0,10
11,0,,400,0,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 16, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 382}",,380,False,,400,17.233687939614086,34.54545454545455,6.21799958012004,Event-BSER-phase1b1,16,14,95,94,11,0.11702127659574468,2.639684120830367,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 81, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 301, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 1, ""REJECT_NO_ASSIGNMENT_CHANGE"": 2}",387,11,1490.9125516,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},105.70599286204067,382,17
12,0,,400,1,"{""BELIEF_SHIFT"": 7, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 14, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,380,False,,400,17.233687939614086,33.333333333333336,5.966862369604886,Event-BSER-phase1b1,14,12,94,92,11,0.11956521739130435,2.2120089235919673,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 1, ""REJECT_NO_ASSIGNMENT_CHANGE"": 1}",384,12,1340.3805896999993,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},107.40352265288794,380,18
1,0,,400,2,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 12, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 399}",,380,False,,400,0.0,20.0,0.0,Event-BSER-phase1b1,12,12,92,92,1,0.010869565217391304,4.680392780212424,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 91, ""REJECT_EVENT_COOLDOWN"": 308}",399,1,1390.0764349,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},0.0,399,0
1,0,,400,3,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 13, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 399}",,380,False,,400,0.0,20.0,0.0,Event-BSER-phase1b1,13,13,93,93,1,0.010752688172043012,4.694462270581048,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 92, ""REJECT_EVENT_COOLDOWN"": 307}",399,1,1369.7072798,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},0.0,399,0
3,0,,400,0,"{""BELIEF_SHIFT"": 3, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 3, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 393}",,380,False,,400,17.549928774784245,133.33333333333334,11.254507380040488,Event-BSER-phase1b1,3,1,88,81,1,0.012345679012345678,3.8134780490232107,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""NO_REPLAN_EVENT"": 7, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 5}",394,3,1235.1312959000006,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},78.78155166028341,393,7
2,0,,400,1,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 4, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 388}",,380,False,,400,17.549928774784245,110.0,11.716893854290026,Event-BSER-phase1b1,4,3,89,83,1,0.012048192771084338,3.993005900508562,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 82, ""OBSTACLE_OFF_ROUTE"": 1, ""REJECT_EVENT_COOLDOWN"": 306, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 5}",394,2,1290.2000922999996,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},46.867575417160104,388,4
1,0,,400,2,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 3, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,380,False,,400,17.549928774784245,20.0,14.248156597180815,Event-BSER-phase1b1,3,0,89,80,0,0.0,5.503629593059145,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 8}",390,1,1338.8550496999997,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},42.74446979154244,380,3
1,0,,400,3,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 3, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,380,False,,400,17.549928774784245,20.0,14.248156597180815,Event-BSER-phase1b1,3,0,89,80,0,0.0,5.376597301361027,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 8}",390,1,1367.1470835,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},42.74446979154244,380,3
8,0,,400,0,"{""BELIEF_SHIFT"": 16, ""EXECUTOR_INVALID"": 379, ""EXECUTOR_TARGET_RECEIVED"": 1, ""OBSTACLE_DISCOVERED"": 6, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 389}",,379,False,234,400,23.40939982143925,30.0,13.994348564213642,Event-BSER-phase1b1,6,5,67,52,4,0.07692307692307693,2.9049943314048807,166,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 47, ""NO_REPLAN_EVENT"": 152, ""REJECT_EVENT_COOLDOWN"": 175, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 12, ""REJECT_NO_ASSIGNMENT_CHANGE"": 5}",391,8,1029.6389364000006,0,unknown_validation_m20_0003,2731,OK,400,False,234,"{""NO_VALID_ROUTE"": 5, ""standby:y02"": 161, ""standby:y03"": 1}",139.9434856421364,389,10
15,0,,400,1,"{""BELIEF_SHIFT"": 17, ""EXECUTOR_INVALID"": 379, ""EXECUTOR_TARGET_RECEIVED"": 1, ""OBSTACLE_DISCOVERED"": 8, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 394}",,379,False,134,400,23.40939982143925,26.666666666666668,7.148008129821834,Event-BSER-phase1b1,8,6,44,33,5,0.15151515151515152,1.9122568785747744,266,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 27, ""NO_REPLAN_EVENT"": 209, ""REJECT_EVENT_COOLDOWN"": 101, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 3, ""REJECT_NO_ASSIGNMENT_CHANGE"": 42}",382,15,997.3848725000007,0,unknown_validation_m20_0003,2731,OK,400,False,134,"{""NO_VALID_ROUTE"": 44, ""standby:y02"": 124, ""standby:y03"": 99}",178.70020324554585,394,25
